filename|commit_id|MI|LOC|LLOC|SLOC|multi|blank|single_comments|halstead_volume|cyclomatic_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/volume/cinder.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.1028781875|211|166|248|5|63|32|122.136172814|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/weights.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.0080560976|27|33|56|12|15|17|38.053747805|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/wsgi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.8986683792|220|188|374|124|110|30|477.65566268|29
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/networking/etc/xensource/scripts/novalib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|15|15|33|0|7|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_base_flows.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.8925686948|31|28|58|3|15|24|122.136172814|6
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/networking/etc/xensource/scripts/ovs_configure_vif_flows.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.0267876293|137|100|196|3|40|56|339.715997635|16
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/networking/etc/xensource/scripts/vif_rules.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.858105483|87|55|111|4|23|20|283.388085726|15
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/xenapi/etc/xapi.d/plugins/pluginlib_nova.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.2403158195|158|137|203|21|40|24|556.084258981|22
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/xenapi/etc/xapi.d/plugins/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.9037402857|187|189|294|83|85|24|943.860794642|39
nova-fffcaea176b785c9715a180f6a629708db16536c/plugins/xenserver/xenapi/etc/xapi.d/plugins/xenstore.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.8153186096|128|131|192|30|27|34|321.453120277|19
nova-fffcaea176b785c9715a180f6a629708db16536c/setup.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|52|5|68|0|4|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|22|6|3|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/base.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.9744444167|147|136|174|3|27|24|355.493686507|29
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/flags.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|8|9|32|4|7|20|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/public_network_smoketests.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.352885744|136|123|161|0|19|25|261.593433864|33
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/run_tests.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.4054260389|187|167|268|34|46|47|431.076175686|32
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/test_netadmin.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.4727415276|152|126|174|0|29|22|515.974148368|25
nova-fffcaea176b785c9715a180f6a629708db16536c/smoketests/test_sysadmin.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.4834056469|261|221|288|0|50|27|820.402039826|36
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/conf/analyze_opts.py|nova-fffcaea176b785c9715a180f6a629708db16536c|77.2448406056|46|40|67|5|13|16|85.8367196663|8
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/conf/extract_opts.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.1196819729|189|177|214|0|41|25|1425.61024363|53
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/db/schema_diff.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.8970651242|144|137|183|11|87|28|402.117300052|16
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/esx/guest_tool.py|nova-fffcaea176b785c9715a180f6a629708db16536c|33.9458218883|316|287|362|11|41|35|1519.21936833|59
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/flakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|7|8|12|5|3|0|15.5097750043|2
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/hacking.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.1952812792|315|273|498|118|113|65|3157.76960756|113
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/install_venv.py|nova-fffcaea176b785c9715a180f6a629708db16536c|89.2389925571|35|23|54|0|14|19|15.5097750043|2
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/install_venv_common.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.1076272303|130|114|181|25|51|26|171.741170846|17
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/lintstack.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.6993138904|137|130|166|3|33|26|293.018296754|29
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/regression_tester.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.1403663199|43|43|53|4|14|6|80.0|6
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/xenserver/cleanup_sm_locks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.6168014898|71|62|96|9|27|16|235.0|16
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/xenserver/destroy_cached_images.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.20661519|41|29|52|9|16|2|28.529325013|4
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/xenserver/stress_test.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.0439063123|117|105|131|11|41|3|458.781038843|19
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/xenserver/vdi_chain_cleanup.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.0755934385|74|73|97|9|31|14|235.0|18
nova-fffcaea176b785c9715a180f6a629708db16536c/tools/xenserver/vm_vdi_cleaner.py|nova-fffcaea176b785c9715a180f6a629708db16536c|42.6173572008|209|209|253|7|69|37|775.621344563|46
